CNTRY_YEAR,Countries,Year,1  Size of Government,1A Government Consumption,1B  Transfers and subsidies,1C  Government investment,1D  Top marginal tax rate,1Di Top marginal income tax rate,1Dii Top marginal income and payroll tax rate,2  Legal System & Property Rights,2A  Judicial independence,2B  Impartial courts,2C  Protection of property rights,2D  Military interference in rule of law and politics,2E Integrity of the legal system,2F Legal enforcement of contracts,2G Regulatory restrictions on the sale of real property,2H Reliability of police,3  Sound Money,3A  Money growth,3B  Standard deviation of inflation,3C  Inflation: Most recent year,3D  Freedom to own foreign currency bank accounts,4  Freedom to trade internationally,4A  Tariffs,4Ai  Revenue from trade taxes (% of trade sector),4Aii  Mean tariff rate,4Aiii  Standard deviation of tariff rates,4B  Regulatory trade barriers,4Bi  Non-tariff trade barriers,4Bii  Compliance costs of importing and exporting,4C  Black market exchange rates,4D  Controls of the movement of capital and people,4Di  Financial Openness,4Dii  Capital controls,4Diii Freedom of foreigners to visit,5  Regulation,5A  Credit market regulations,5Ai  Ownership of banks,5Aii Private sector credit,5Aiii  Interest rate controls/negative real interest rates),5B  Labor market regulations,5Bi  Hiring regulations and minimum wage,5Bii  Hiring and firing regulations,5Biii  Centralized collective bargaining,5Biv  Hours Regulations,5Bv Mandated cost of worker dismissal,5Bvi  Conscription,5C  Business regulations,5Ci  Administrative requirements,5Cii  Regulatory Burden,5Ciii  Startinga  business,5Civ  Impartial Public Administration,5Cv Licensing restrictions,5Cvi Tax compliance,BUPPSRY,TRY,UPPSRY_NTRY,GDP,FDI(Value)
CNTRY_YEAR,Countries,Year,sog,sog_gc,sog_ts,sog_gi,sog_tmtr,sog_tmitr,sog_tmiptr,lspr,lspr_ji,lspr_ic,lspr_ppr,lspr_mi,lspr_ils,lspr_lec,lspr_rr,lspr_rp,sm,sm_mg,sm_sdi,sm_i,sm_f,free,free_t,free_t_r,free_t_m,free_t_sd,free_r,free_r_n,free_r_c,free_b,free_c,free_f,free_f_c,free_f_F,reg,reg_c,reg_c_o,reg_c_p,reg_c_i,reg_l,reg_l_h,reg_l_hf,reg_l_c,reg_l_h,reg_l_m,re_l_cp,reg_b,reg_b_a,reg_b_r,reg_b_s,reg_b_i,reg_b_l,reg_b_t,BUPPSRY,TRY,UPPSRY_NTRY,GDP,FDI(Value)
CAN_2015,Canada,2015,6.511345925,3.920588235,7.172715823,9.803425566,4,4,4,8.21567868,8.282591611,8.217225705,8.171232886,10,8.034083333,5.572512037,8.669157746,8.778626124,9.563267221,9.022473235,9.45564392,9.774951728,10,8.126303547,6.943111111,9.733333333,9.16,1.936,7.820906489,5.751871684,9.889941295,10,7.741196586,10,7.692307692,5.531282066,8.666125051,9.725333333,10,9.176,10,8.141954878,8.9,6.34626977,7.332247075,8,8.273212426,10,8.131086943,4.613382982,9.333333333,9.947773416,9.505,6.855453692,8.531578233,55.196552,81.770493,73.532867,1654817.63,43852.77321
CAN_2016,Canada,2016,6.683634595,3.935294118,7.108991826,9.713887031,5,5,5,8.283320178,8.307166527,8.176498918,8.380740483,10,8.041333333,5.572512037,8.971140462,8.817169667,9.560498737,8.915771774,9.610223175,9.716,10,8.177753519,7.0476,9.72,9.18,2.2428,7.922217488,5.954493682,9.889941295,10,7.741196586,10,7.692307692,5.531282066,8.666301283,9.7121406,10,9.1364218,10,8.179867489,8.9,6.461063227,7.444929282,8,8.273212426,10,8.106895759,4.691543977,9.111111111,9.947773416,9.505,6.854367815,8.531578233,54.560349,81.841385,73.611115,1674676,36061.85924
CAN_2017,Canada,2017,6.660635768,3.970588235,7.114441417,9.558149187,5,5,5,8.308211648,8.354784542,8.06356577,8.402811686,10,8.087333333,5.822512037,8.971140462,8.763545354,9.569928153,9.06727285,9.531816589,9.680623174,10,7.709184011,7.002222222,9.726666667,9.2,2.08,7.900202711,5.910464127,9.889941295,10,5.934311111,10,7.692307692,0.110625641,8.841769604,9.956514467,10,9.869543402,10,8.127471298,8.9,6.185962359,7.405653,8,8.273212426,10,8.441323046,4.561787844,9.777777778,9.948823862,10,6.854548794,9.505,55.593803,82.389374,74.156807,1771272.75,22764.15582
CAN_2018,Canada,2018,6.583749181,4.017647059,7.03095466,9.210144186,5,5,5,8.026676964,7.991111115,7.968027695,7.719439665,10,8.11725,5.822512037,8.675300348,7.91977485,9.578542967,9.256917339,9.510898531,9.546356,10,7.639389255,6.966666667,9.7,9.2,2,7.912989497,5.9360377,9.889941295,10,5.677900855,10,6.923076923,0.110625641,8.725408336,10,10,10,10,8.082860267,8.9,6.085203488,7.23874569,8,8.273212426,10,8.093364739,4.831348658,8.888888889,9.948823862,9.505,6.854548794,8.531578233,55.602409,82.702705,74.461403,1813162.63,37653.52066
CAN_2019,Canada,2019,6.321841595,3.967647059,6.997275204,9.434285714,4,4,4,8.035536824,7.991111115,7.961623245,7.719439665,10,8.194533333,5.822512037,8.675300348,7.91977485,9.599127782,9.280873384,9.50549155,9.610146195,10,7.692067032,7.177377778,9.753333333,9.22,2.5588,7.912989497,5.9360377,9.889941295,10,5.677900855,10,6.923076923,0.110625641,8.622970064,10,10,10,10,8.082860267,8.9,6.085203488,7.23874569,8,8.273212426,10,7.786049925,4.831348658,8,9.948823862,8.55,6.854548794,8.531578233,56.449631,83.111526,74.549652,1841899,50535.44676
CAN_2020,Canada,2020,5.817908593,3.452941176,4.452316076,8.974285714,5,5,5,8.01995186,7.674500004,7.840004645,7.719439665,10,8.508083333,5.822512037,8.675300348,7.91977485,9.517202223,8.540905665,9.671303227,9.8566,10,7.750839682,7.192933333,9.8,9.22,2.5588,7.912989497,5.9360377,9.889941295,10,5.897435897,10,7.692307692,0,7.95691622,8.075912543,10,4.227737629,10,8.082860267,8.9,6.085203488,7.23874569,8,8.273212426,10,7.711975851,4.831348658,7.555555556,9.948823862,8.55,6.854548794,8.531578233,54.023746,79.462875,70.191864,1794940,26883.19889
CRI_2005,Costa Rica,2005,8.307143802,6.658116828,8.63760218,10,9,10,8,6.345625736,7.623955958,6.923908923,5.205566667,10,7.183383333,3.523501568,8.452626682,5.024875622,8.461239468,7.201014756,9.403538171,7.240404944,10,7.850758927,8.0764,9.24,8.6,6.3892,4.839540021,4.696969697,4.982110345,10,8.487095687,7.17037797,9.090909091,9.2,6.374975609,7.495392884,5,8.486178652,9,5.941482129,1.1,5.505050505,5.732323232,6,7.311519038,10,5.688051815,2.575757576,2.345415778,7.293124332,8.945,7.475162444,5.49385076,65.914574,84.503532,72.513893,49859.75,1364.133914
CRI_2006,Costa Rica,2006,8.452503927,6.676470588,9.346049046,10,9,10,8,6.306036872,7.578539701,6.700295779,5.162990342,10,7.183383333,3.523501568,8.51836893,4.934233755,8.569481188,7.115129447,9.456901447,7.705893858,10,8.184699974,8.151955556,9.246666667,8.82,6.3892,6.315562785,5.078293011,7.552832559,10,8.271281553,7.17037797,8.461538462,9.181928229,6.744736498,7.563841796,5,8.691525387,9,6.366707537,2.2,6.058550274,6.63017591,6,7.311519038,10,6.30366016,2.992919547,5.505050505,7.310981924,8.945,7.574158226,5.49385076,66.147629,83.774475,71.005692,52060.59,1702.496736
CRI_2007,Costa Rica,2007,8.491276447,6.873057983,9.343324251,10,9,10,8,6.266972019,7.65520895,6.421482183,5.150759805,10,7.183383333,3.523501568,8.485497806,4.849428516,7.464406811,7.266104935,9.462988586,8.128533723,5,8.250933756,8.209404664,9.182213992,8.9,6.546,6.523048805,5.49326505,7.552832559,10,8.271281553,7.17037797,8.461538462,9.181928229,7.093727665,8.090067767,5,9.270203302,10,6.501766238,2.2,6.359584944,7.139493444,6,7.311519038,10,6.689348991,3.562514182,5.505050505,7.863666539,8.945,7.420892782,6.838969936,67.708755,83.970078,71.649071,55788.56,2088.469427
CRI_2008,Costa Rica,2008,7.970239221,6.617647059,9.346049046,10,6.5,9,4,6.298150914,7.712394573,6.399092372,5.070068132,10,6.766716667,3.523501568,8.485497806,5.577011649,7.252888279,7.16685249,9.529371897,7.315328731,5,8.289976645,8.111555556,9.146666667,8.72,6.468,6.77706947,5.416158333,8.137980607,10,8.271281553,7.17037797,8.461538462,9.181928229,6.98209648,7.853968527,5,9.56190558,9,6.359056615,2.2,5.798314877,6.844505772,6,7.311519038,10,6.733264299,3.769898561,5.505050505,7.868918772,8.945,7.471748019,6.838969936,67.077698,83.231461,73.257668,58179.16,2319.941177
CRI_2009,Costa Rica,2009,7.832208939,5.829411765,9.444132931,10,6.5,9,4,6.388399872,7.718903908,6.474308339,5.276374625,10,6.766716667,3.523501568,8.485497806,6.056096,7.686857962,7.820248127,9.495948888,8.431234832,5,8.222356449,8.146577778,9.213333333,8.92,6.3064,6.72797672,5.317972833,8.137980607,10,8.014871297,7.17037797,7.692307692,9.181928229,6.886215522,7.217377983,5,7.652133948,9,6.659933236,2.233333333,5.41394375,6.643222083,8,7.66910025,10,6.781335347,3.8258075,5.505050505,7.968711196,8.945,7.492379681,6.951063201,64.507881,84.303986,72.93705,62160.12,1443.569702
CRI_2010,Costa Rica,2010,7.755982529,5.485294118,9.419618529,10,6.5,9,4,6.357220668,7.496195574,6.30910834,5.237273319,10,6.838716667,3.523501568,8.504397043,6.12718317,7.998164658,8.766986516,9.357718247,8.86795387,5,8.154423803,8.145422222,9.166666667,8.92,6.3496,6.713811949,5.289643291,8.137980607,10,7.758461041,7.17037797,6.923076923,9.181928229,6.723407647,7.139186848,5,7.417560543,9,6.212593652,2.233333333,5.343411213,6.040454695,8,5.658362671,10,6.818442441,3.44790717,5.757575758,7.962408517,8.945,7.555257512,7.242505689,64.263031,83.639328,73.494446,64845.39,1683.545245
CRI_2011,Costa Rica,2011,7.737301651,5.382352941,9.429155313,10,6.5,9,4,6.347959233,7.376560981,6.278560303,5.366435963,10,6.560938889,3.523501568,8.504397043,6.347258733,9.309530457,9.369849741,8.844272089,9.024,10,8.424309355,8.0688,8.98,8.92,6.3064,6.67035878,5.14029295,8.200424609,10,8.95807864,10,7.692307692,9.181928229,6.838371224,7.284494561,5,7.853483683,9,6.273501606,2.233333333,5.400409725,6.348903908,8,5.658362671,10,6.957117505,3.584390543,5.757575758,7.959257177,8.945,8.029789336,7.466692218,61.148151,81.227402,72.280754,68002.12,2461.4832
CRI_2012,Costa Rica,2012,7.56746903,5.411764706,8.550580442,10,6.5,9,4,6.365778547,7.394200888,6.327365714,5.462163478,10,6.43055,3.523501568,8.523296281,6.448039724,9.382565669,9.802689777,8.627572897,9.1,10,8.366854474,8.038933333,9,8.88,6.2368,6.468915038,4.737405467,8.200424609,10,8.959569526,10,7.692307692,9.186400884,6.864397757,7.110598866,5,7.331796599,9,6.323911849,2.233333333,5.384167304,6.667607783,8,5.658362671,10,7.158682556,3.854257644,4.888888889,9.13181081,8.945,8.665445772,7.466692218,65.437431,82.175148,74.14592,72870.11,2258.090032
CRI_2013,Costa Rica,2013,7.547946916,5.352941176,8.511793403,10,6.5,9,4,6.41105634,7.615264946,6.378487995,5.46708076,10,6.39805,3.523501568,8.523296281,6.588297341,9.449341051,9.776847777,9.065373603,8.955142826,10,8.352706297,8.001155556,8.886666667,8.88,6.2368,6.450100108,4.783618616,8.1165816,10,8.959569526,10,7.692307692,9.186400884,6.75487221,6.858702318,5,6.576106954,9,6.143361118,1.1,5.475840517,6.625963518,8,5.658362671,10,7.262553195,3.86179622,4.888888889,9.110801879,8.4675,9.073452394,8.172879786,65.945564,82.00811,72.504944,73441.88,2741.091777
CRI_2014,Costa Rica,2014,7.568844148,5.438235294,8.530985445,10,6.5,9,4,6.406131994,7.551203286,6.349829336,5.472445705,10,6.44305,3.524,8.523296281,6.588297341,9.414939507,9.200367784,9.36245278,9.096937465,10,8.053456814,7.976088889,8.766666667,8.88,6.2816,6.442402113,5.416158333,7.468645893,10,7.795336254,7.17037797,6.923076923,9.29255387,6.738031039,6.599333333,5,5.798,9,6.423652862,2.233333333,5.798314877,6.844505772,8,5.665763189,10,7.191106921,3.115975562,4.888888889,9.115003665,8.7275,8.991881709,8.307391703,65.438843,82.271797,73.132286,77101.49,2926.64577
CRI_2015,Costa Rica,2015,7.641000338,5.391176471,8.50132522,10,6.5,9,4,6.372283918,7.68744884,6.207313657,6.008954561,10,6.4233,3.523501568,8.523296281,5.790598392,9.69957916,9.171038122,9.786615516,9.840663004,10,8.24377286,7.910044444,8.613333333,8.88,6.2368,6.07009314,4.671540386,7.468645893,10,8.994953854,10,7.692307692,9.29255387,6.679452044,6.709333333,5,6.128,9,6.194095396,2.233333333,5.37114554,5.901730832,8,5.658362671,10,7.134927404,2.609864728,4.888888889,9.184037394,8.8275,8.991881709,8.307391703,64.481216,81.229309,71.712273,82723.7,2751.878481
CRI_2016,Costa Rica,2016,7.657351739,5.435294118,8.538964578,10,6.5,9,4,6.471555018,7.771900088,6.214786511,6.302503745,10,6.4233,3.523501568,8.674490181,6.097735563,9.747025061,9.378258148,9.610662095,9.99918,10,8.25302094,7.926755556,8.506666667,8.88,6.3936,6.090374352,4.71210281,7.468645893,10,8.994953854,10,7.692307692,9.29255387,6.674348598,6.798087824,5,6.394263472,9,6.145050888,2.233333333,4.79845802,6.180151303,8,5.658362671,10,7.079907082,2.581323385,4.888888889,9.190340074,8.7975,8.713998443,8.307391703,61.668736,80.602211,71.112854,88268.41,2203.948381
CRI_2017,Costa Rica,2017,7.389496946,5.511764706,8.457765668,9.440454355,6.5,9,4,6.432698374,7.662125836,6.219231585,6.487046083,10,6.006633333,3.523501568,8.674490181,6.104907592,9.724539714,9.713747238,9.50955628,9.674855339,10,8.251615634,7.959400704,8.582202112,8.88,6.416,6.16101738,4.853388866,7.468645893,10,8.886044453,10,6.923076923,9.735056436,6.803309528,6.798087824,5,6.394263472,9,6.142797071,2.233333333,4.711809357,6.253277063,8,5.658362671,10,7.469043688,2.615144252,5.111111111,9.163827342,10,8.714179423,9.21,63.806953,80.824501,69.137001,93173.3,2778.314023
CRI_2018,Costa Rica,2018,7.566598605,5.547058824,8.748434203,10,6.5,9,4,6.402389096,7.322282138,6.236575889,6.610906123,10,6.0233,3.523501568,8.674490181,6.029251417,9.713129543,9.742838685,9.553919486,9.55576,10,8.080531394,7.988355556,8.646666667,8.88,6.4384,6.216956338,4.965266783,7.468645893,10,8.116813684,10,4.615384615,9.735056436,6.761164814,7.131421157,5,6.394263472,10,6.020154587,2.233333333,4.319780668,5.909450848,8,5.658362671,10,7.131918697,2.779620887,4.666666667,9.162776895,9.21,8.665056033,8.307391703,65.368034,80.942894,69.846558,94493.54,2487.180401
CRI_2019,Costa Rica,2019,7.453989273,5.432352941,8.46866485,9.311428571,6.5,9,4,6.399241615,7.273615472,6.275155635,6.610906123,10,6.006633333,3.523501568,8.674490181,6.029251417,9.782642408,9.786238297,9.763571848,9.580759487,10,8.087953617,8.018044444,8.713333333,8.88,6.4608,6.216956338,4.965266783,7.468645893,10,8.116813684,10,4.615384615,9.735056436,6.631761276,6.743210543,5,5.229631629,10,6.020154587,2.233333333,4.319780668,5.909450848,8,5.658362671,10,7.131918697,2.779620887,4.666666667,9.162776895,9.21,8.665056033,8.307391703,65.622574,82.156219,72.815857,97073.27,2812.261288
CRI_2020,Costa Rica,2020,7.443989273,5.382352941,8.46866485,9.311428571,6.5,9,4,6.659571584,7.318615472,6.14741617,6.610906123,10,6.586833333,3.523501568,8.674490181,6.029251417,9.748045748,9.492347663,9.64483533,9.855,10,7.797840098,7.995644444,8.713333333,8.88,6.3936,6.216956338,4.965266783,7.468645893,10,6.978759611,10,6.153846154,4.782432679,6.449649812,6.19687615,5,3.590628451,10,6.020154587,2.233333333,4.319780668,5.909450848,8,5.658362671,10,7.131918697,2.779620887,4.666666667,9.162776895,9.21,8.665056033,8.307391703,57.276474,76.803146,64.303535,111138.96,1756.691614
CZE_2005,Czech Republic,2005,5.89352826,2.637106698,5.373297003,8.982237599,4,7,1,6.381166363,6.440684499,6.166057088,5.996168582,10,7.485666667,5.14411391,6.689260077,4.674329502,9.662489808,9.91231398,9.106879394,9.63076586,10,8.156355222,8.393422222,9.586666667,9.46,6.1336,7.483280716,7.26744186,7.699119571,10,6.748717949,10,3.846153846,6.4,7.503054828,9.580985766,10,8.742957297,10,7.610708433,6.7,3.257575758,7.746212121,10,7.960462719,10,5.317470285,2.215909091,5.511463845,9.01746475,8.0275,7.132484026,0,41.195751,85.798317,75.487686,274314.84,11654.41453
CZE_2006,Czech Republic,2006,5.950134299,2.729411765,5.558583106,8.987676626,4,7,1,6.378064973,6.556789519,6.112120494,5.969687735,10,7.485666667,5.14411391,6.689260077,4.613078948,9.452908752,9.043807138,9.273341291,9.49448658,10,8.103764885,8.219555556,9.606666667,8.92,6.132,7.697767226,7.696414881,7.699119571,10,6.497736758,10,3.076923077,6.416287196,7.498686672,9.506922829,10,8.520768488,10,7.671330241,6.7,3.487682952,7.879835773,10,7.960462719,10,5.317806947,2.263949014,3.257575758,9.229952029,8.2625,7.950000666,0.942864214,43.939117,85.073532,75.553139,288826.91,5465.189285
CZE_2007,Czech Republic,2007,6.661731881,3.098352913,5.550408719,9.684897772,6.5,10,3,6.39481127,6.591985228,6.046789944,6.167339352,10,7.478166667,5.14411391,6.689260077,4.59109226,9.366777365,8.82763646,9.222909936,9.416563062,10,8.122045414,8.177688889,9.566666667,8.96,6.0064,7.812756009,8.135123461,7.490388557,10,6.497736758,10,3.076923077,6.416287196,7.610820176,9.825956967,10,9.4778709,10,7.781960431,6.7,3.762854639,8.268445229,10,7.960462719,10,5.224543129,2.559633778,3.257575758,9.314652903,8.2625,7.952896338,0,45.668751,85.218811,76.120239,314773.38,10446.23688
CZE_2008,Czech Republic,2008,6.562526438,3.202941176,5.564032698,9.070658316,6.5,10,3,6.560660068,6.529557679,6.17246646,6.1949645,10,7.522166667,5.30237887,7.539725764,4.814483648,9.152177098,8.617140186,9.262593957,8.728974249,10,8.092404675,8.031555556,9.606666667,8.88,5.608,7.840326388,8.190264219,7.490388557,10,6.497736758,10,3.076923077,6.416287196,7.788105323,9.8271972,10,9.481591601,10,7.674687954,6.7,3.711993271,7.675671733,10,7.960462719,10,5.862430814,2.759122214,3.257575758,9.323116737,8.2625,8.443587302,3.128682875,46.547138,85.116821,76.596436,331436.44,6448.623961
CZE_2009,Czech Republic,2009,6.260648485,2.85,5.057220708,7.921021718,7,10,4,6.500744043,6.543475509,6.084481676,5.651811226,10,7.522166667,4.92737887,8.201199076,4.651377272,9.529414214,8.91086221,9.414984203,9.791810444,10,8.096599543,8.223333333,9.44,8.94,6.29,7.665328079,7.840267602,7.490388557,10,6.497736758,10,3.076923077,6.416287196,7.572821645,9.170994567,10,7.512983702,10,7.603794346,6.666666667,3.355257634,6.806022894,10,8.794818879,10,5.943676022,2.78167764,3.257575758,9.160672232,8.2625,8.443225343,3.756405157,43.948586,84.264351,75.092216,328215.19,2928.813648
CZE_2010,Czech Republic,2010,6.452971895,2.929411765,5.013623978,8.846823732,7,10,4,6.423830283,6.392713245,6.066067123,5.144317082,10,7.496466667,4.92737887,8.541385351,4.379606117,9.583148036,9.335317944,9.279017786,9.718256415,10,8.056901605,8.340669778,9.632409333,8.98,6.4096,7.389199885,7.288011212,7.490388557,10,6.497736758,10,3.076923077,6.416287196,7.844048372,9.325436163,10,7.976308488,10,7.496911707,6.666666667,3.587256039,6.972371381,10,7.755176154,10,6.709797247,2.702250628,7.424242424,9.170781951,8.2625,8.942603322,3.756405157,43.15493,83.333153,74.4925,329485.38,6146.633822
CZE_2011,Czech Republic,2011,6.592270572,3.205882353,4.852861035,9.427609473,7,10,4,6.472170561,6.439886788,6.104884995,5.13341908,10,7.509216667,4.92737887,8.560284588,4.671304547,9.65248513,9.846634685,9.151305834,9.612,10,7.951618584,8.274695683,9.65768705,8.94,6.2264,7.034041893,6.306520213,7.761563573,10,6.497736758,10,3.076923077,6.416287196,7.985940673,9.386325231,10,8.158975693,10,7.565274015,6.666666667,3.938744322,7.031056947,10,7.755176154,10,7.006222774,2.860557467,7.424242424,9.176161342,8.2625,8.94332724,5.370548169,42.19772,83.094688,75.280701,338853.06,2322.909528
CZE_2012,Czech Republic,2012,6.643441132,3.323529412,4.735694823,9.682981424,7,10,4,6.58886264,6.537049063,6.10396003,4.811961236,10,7.528266667,4.67737887,8.231573351,4.8207119,9.639728877,9.901836269,9.317079241,9.34,10,8.153195162,8.213111111,9.633333333,8.9,6.106,6.618839676,5.559958788,7.677720563,10,7.780829863,10,6.923076923,6.419412666,8.245015639,9.679195175,10,9.037585524,10,8.08464926,10,3.788120692,6.964598716,10,7.755176154,10,6.971202483,2.724680848,7.333333333,9.192825308,8.2625,8.94332724,5.370548169,40.431568,83.56321,75.922844,339288,8000.250793
CZE_2013,Czech Republic,2013,6.68115323,3.244117647,4.686648501,10,7,9,5,6.605383325,6.601636381,6.162985207,5.005646788,10,7.549016667,4.17737887,8.231573351,5.11482934,9.705760089,9.7723165,9.337669179,9.71305468,10,7.846326678,8.252,9.64,8.9,6.216,6.63452813,5.591335696,7.677720563,10,6.498778581,10,3.076923077,6.419412666,8.19532966,9.551417359,10,8.654252076,10,8.126331456,10,3.713834121,7.288978458,10,7.755176154,10,6.908240164,2.588847317,7.333333333,9.307650168,8.2625,8.586561999,5.370548169,41.836891,84.885902,76.598831,338922.09,3641.004882
CZE_2014,Czech Republic,2014,6.519948063,3.220588235,4.811989101,9.592162981,6.5,9,4,6.737221469,6.837817924,6.428984033,5.6873451,10,7.552016667,4.1775,8.099278689,5.11482934,9.706873843,9.534013266,9.360919485,9.93256262,10,8.612673745,8.433666667,9.8166,8.94,6.5444,9.076788992,8.190264219,9.963313765,10,6.940239323,10,3.076923077,7.743794892,8.206369083,9.877666667,10,9.633,10,8.007140193,8.9,3.711993271,7.675671733,10,7.755176154,10,6.73430039,3.020482362,7.333333333,9.449372101,8.2525,6.88989176,5.460222781,43.02264,84.497963,77.571945,353832.5,5491.959649
CZE_2015,Czech Republic,2015,6.413880245,3.126470588,5.038147139,8.739783497,6.5,9,4,6.889586637,6.933658671,6.279125356,5.856587657,10,7.552016667,4.42737887,8.155976401,5.911949476,9.687055834,9.297938445,9.51924138,9.931043512,10,8.397421186,8.360586579,9.100559738,8.98,7.0012,8.288858842,6.61440392,9.963313765,10,6.940239323,10,3.076923077,7.743794892,8.405877245,9.770333333,10,9.311,10,8.361823444,10,4.194219589,8.221544919,10,7.755176154,10,7.085474958,3.008131287,7.333333333,9.651975758,8.2525,6.88989176,7.377017607,41.919285,84.831734,78.945419,374995.47,465.2136787
CZE_2016,Czech Republic,2016,6.689738259,3.226470588,5.057220708,10,6.5,9,4,6.935909365,6.885046328,6.072450191,6.05143547,10,7.532516667,4.528074369,8.155976401,6.261775493,9.699185498,9.151783196,9.772818798,9.87214,10,8.405749979,8.266133333,9,8.96,6.8384,8.416627262,6.869940758,9.963313765,10,6.940239323,10,3.076923077,7.743794892,8.302832853,9.768837707,10,9.30651312,10,8.119501152,8.9,3.844176532,8.217654228,10,7.755176154,10,7.020159701,2.723618348,7.333333333,9.701346747,8.2525,6.89007274,7.220087036,45.122135,85.599098,80.725128,388597.66,9814.495757
